225
35 40
1	6	2
1	7	2
2	4	2
3	3	2
3	5	2
3	7	2
4	4	2
4	5	2
4	6	2
4	8	2
4	31	3
4	32	3
5	3	2
5	5	2
5	7	2
5	29	3
5	30	3
6	4	2
6	5	2
6	8	2
6	9	2
6	10	2
6	25	3
6	26	3
6	28	3
6	29	3
7	2	2
7	4	2
7	5	2
7	6	2
7	8	2
7	24	3
7	26	3
7	29	3
7	30	3
8	2	2
8	3	2
8	4	2
8	5	2
8	7	2
8	22	3
8	24	3
8	25	3
8	27	3
8	28	3
8	29	3
8	31	3
8	32	3
9	3	2
9	6	2
9	7	2
9	8	2
9	9	2
9	20	3
9	23	3
9	24	3
9	26	3
9	29	3
9	32	3
9	33	3
10	2	2
10	3	2
10	5	2
10	7	2
10	8	2
10	10	2
10	19	3
10	22	3
10	25	3
10	27	3
10	28	3
10	30	3
10	31	3
10	33	3
10	34	3
11	4	2
11	5	2
11	7	2
11	9	2
11	12	2
11	22	3
11	23	3
11	27	3
11	30	3
11	31	3
12	3	2
12	4	2
12	6	2
12	7	2
12	10	2
12	11	2
12	25	3
12	27	3
12	29	3
12	31	3
13	5	2
13	6	2
13	8	2
13	9	2
13	24	3
13	26	3
13	28	3
13	30	3
13	32	3
13	33	3
14	7	2
14	25	3
14	26	3
14	30	3
14	32	3
14	33	3
15	4	2
15	5	2
15	9	2
15	10	2
15	21	3
15	23	3
15	26	3
15	28	3
15	29	3
15	31	3
15	32	3
16	7	2
16	24	3
16	27	3
16	29	3
16	30	3
17	26	3
17	28	3
17	31	3
17	32	3
18	27	3
18	29	3
19	24	3
19	28	3
22	7	1
22	10	1
23	28	4
24	3	1
24	4	1
24	6	1
24	7	1
24	8	1
25	5	1
25	6	1
25	28	4
26	4	1
26	7	1
26	8	1
26	27	4
26	28	4
26	29	4
26	30	4
27	3	1
27	5	1
27	6	1
27	7	1
27	8	1
27	24	4
27	25	4
27	28	4
27	29	4
28	4	1
28	6	1
28	7	1
28	9	1
28	10	1
28	11	1
28	12	1
28	14	1
28	23	4
28	24	4
28	25	4
28	26	4
28	29	4
28	30	4
29	2	1
29	3	1
29	5	1
29	6	1
29	7	1
29	8	1
29	24	4
29	25	4
29	28	4
29	29	4
29	31	4
29	32	4
30	4	1
30	5	1
30	7	1
30	10	1
30	11	1
30	20	4
30	23	4
30	24	4
30	26	4
30	27	4
30	32	4
30	33	4
31	3	1
31	5	1
31	6	1
31	9	1
31	10	1
31	26	4
31	27	4
31	29	4
31	30	4
31	33	4
31	34	4
32	2	1
32	3	1
32	6	1
32	7	1
32	25	4
32	26	4
32	28	4
32	29	4
32	32	4
32	33	4
33	26	4
33	27	4
33	30	4
33	31	4
